id,pm25,pm10,temp,hum,atm,loc,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10.m11,m12,m13,m14,m15,m16
'A1', 21.00, 30.00, 4.00, 11.00,0.00 , $GNGGA,000032.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*57
'A1', 24.00, 32.00, 9.00, 17.00,0.00 , $GNGGA,000032.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*57
'A1', 21.00, 30.00, 5.00, 15.00,1.00 , $GNGGA,000043.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*51
'A1', 23.00, 33.00, 5.00, 19.00,2.00 , $GNGGA,000054.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*57
'A1', 24.00, 32.00, 5.00, 18.00,3.00 , $GNGGA,000105.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*52
'A1', 22.00, 32.00, 4.00, 12.00,4.00 , $GNGGA,000116.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*50
'A1', 22.00, 32.00, 8.00, 11.00,5.00 , $GNGGA,000127.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*52
'A1', 21.00, 31.00, 6.00, 15.00,6.00 , $GNGGA,000138.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5C
'A1', 24.00, 34.00, 4.00, 18.00,7.00 , $GNGGA,000149.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5A
'A1', 23.00, 32.00, 5.00, 19.00,8.00 , $GNGGA,000200.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54
'A1', 22.00, 32.00, 4.00, 14.00,9.00 , $GNGGA,000211.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54
'A1', 22.00, 32.00, 9.00, 11.00,10.00 , $GNGGA,000222.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54
'A1', 24.00, 32.00, 4.00, 14.00,11.00 , $GNGGA,000233.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54
'A1', 23.00, 34.00, 6.00, 18.00,12.00 , $GNGGA,000244.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54
'A1', 24.00, 34.00, 5.00, 12.00,13.00 , $GNGGA,000255.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54
'A1', 20.00, 32.00, 9.00, 11.00,14.00 , $GNGGA,000306.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*53
'A1', 21.00, 34.00, 9.00, 19.00,15.00 , $GNGGA,000317.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*53
'A1', 24.00, 33.00, 5.00, 13.00,16.00 , $GNGGA,000328.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5F
'A1', 24.00, 31.00, 4.00, 19.00,17.00 , $GNGGA,000339.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5F
'A1', 24.00, 32.00, 3.00, 11.00,18.00 , $GNGGA,000350.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*50
'A1', 23.00, 32.00, 9.00, 16.00,19.00 , $GNGGA,000401.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*53
'A1', 22.00, 34.00, 5.00, 10.00,20.00 , $GNGGA,000412.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*51
'A1', 23.00, 34.00, 4.00, 18.00,21.00 , $GNGGA,000423.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*53
'A1', 21.00, 32.00, 7.00, 18.00,22.00 , $GNGGA,000434.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*55
'A1', 20.00, 31.00, 8.00, 17.00,23.00 , $GNGGA,000445.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*53
'A1', 20.00, 34.00, 9.00, 11.00,24.00 , $GNGGA,000456.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*51
'A1', 22.00, 33.00, 3.00, 19.00,25.00 , $GNGGA,000507.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54
'A1', 22.00, 30.00, 6.00, 13.00,26.00 , $GNGGA,000518.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5A
'A1', 21.00, 32.00, 5.00, 13.00,27.00 , $GNGGA,000529.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*58
'A1', 21.00, 30.00, 8.00, 15.00,28.00 , $GNGGA,000540.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*57
'A1', 22.00, 32.00, 5.00, 14.00,29.00 , $GNGGA,000551.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*57
'A1', 22.00, 31.00, 5.00, 17.00,30.00 , $GNGGA,000602.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*52
'A1', 21.00, 31.00, 9.00, 18.00,31.00 , $GNGGA,000613.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*52
'A1', 24.00, 30.00, 5.00, 14.00,32.00 , $GNGGA,000624.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*56
'A1', 23.00, 30.00, 5.00, 17.00,33.00 , $GNGGA,000635.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*56
'A1', 20.00, 33.00, 3.00, 15.00,34.00 , $GNGGA,000646.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*52
'A1', 23.00, 31.00, 2.00, 13.00,35.00 , $GNGGA,000657.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*52
'A1', 22.00, 33.00, 4.00, 15.00,36.00 , $GNGGA,000708.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*59
'A1', 21.00, 30.00, 7.00, 14.00,37.00 , $GNGGA,000719.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*59
'A1', 23.00, 32.00, 8.00, 18.00,38.00 , $GNGGA,000730.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*52
'A1', 24.00, 32.00, 8.00, 18.00,39.00 , $GNGGA,000741.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54
'A1', 22.00, 30.00, 3.00, 10.00,40.00 , $GNGGA,155744.095,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5C
'A1', 23.00, 30.00, 3.00, 16.00,41.00 , $GNGGA,155755.094,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5D
'A1', 24.00, 30.00, 7.00, 19.00,42.00 , $GNGGA,155806.094,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54
'A1', 23.00, 32.00, 3.00, 17.00,43.00 , $GNGGA,155817.094,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54
'A1', 21.00, 30.00, 4.00, 18.00,44.00 , $GNGGA,155828.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54
'A1', 22.00, 32.00, 2.00, 11.00,45.00 , $GNGGA,155839.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54
'A1', 23.00, 33.00, 4.00, 12.00,46.00 , $GNGGA,155850.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5B
'A1', 24.00, 30.00, 6.00, 19.00,47.00 , $GNGGA,155901.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5E
'A1', 24.00, 33.00, 4.00, 13.00,48.00 , $GNGGA,155912.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5C
'A1', 23.00, 32.00, 3.00, 17.00,49.00 , $GNGGA,155923.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5E
'A1', 22.00, 30.00, 7.00, 19.00,50.00 , $GNGGA,155934.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*58
'A1', 22.00, 33.00, 2.00, 11.00,51.00 , $GNGGA,155945.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5E
'A1', 22.00, 34.00, 3.00, 10.00,52.00 , $GNGGA,155956.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5C
'A1', 20.00, 30.00, 2.00, 15.00,53.00 , $GNGGA,160007.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*57
'A1', 22.00, 33.00, 8.00, 11.00,54.00 , $GNGGA,160018.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*59
'A1', 24.00, 33.00, 7.00, 19.00,55.00 , $GNGGA,160029.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5B
'A1', 24.00, 30.00, 4.00, 16.00,56.00 , $GNGGA,160040.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54
'A1', 22.00, 34.00, 4.00, 14.00,57.00 , $GNGGA,160051.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54
'A1', 20.00, 31.00, 5.00, 10.00,58.00 , $GNGGA,160102.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*53
'A1', 24.00, 33.00, 5.00, 17.00,59.00 , $GNGGA,160113.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*53
'A1', 22.00, 33.00, 3.00, 18.00,60.00 , $GNGGA,160124.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*57
'A1', 23.00, 34.00, 2.00, 11.00,61.00 , $GNGGA,160135.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*57
